ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
290	"TNRC6C"	"TNRC6C"	chr17	+	78097744	78097861	78093619	78093763	78098342	78098537
291	"TNRC6C"	"TNRC6C"	chr17	+	78064721	78064937	78048844	78051448	78067756	78067923
292	"DENND4C"	"DENND4C"	chr9	+	19331977	19332184	19328029	19328162	19334976	19335105
293	"DENND4C"	"DENND4C"	chr9	+	19337600	19337672	19336685	19336832	19340991	19341114
294	"DENND4C"	"DENND4C"	chr9	+	19324361	19324507	19316620	19316839	19325938	19325974
295	"DENND4C"	"DENND4C"	chr9	+	19336685	19336832	19336269	19336414	19340991	19341114
296	"GOLM1"	"GOLM1"	chr9	-	86035367	86035625	86033281	86033395	86036347	86036507
297	"UCK2"	"UCK2"	chr1	+	165896189	165896332	165891225	165891322	165905920	165905969
298	"UCK2"	"UCK2"	chr1	+	165905920	165905969	165903181	165903279	165907683	165911618
299	"UCK2"	"UCK2"	chr1	+	165903181	165903279	165896189	165896332	165905920	165905969
300	"NRCAM"	"NRCAM"	chr7	-	108237751	108237769	108234582	108234688	108239958	108240170
301	"NRCAM"	"NRCAM"	chr7	-	108175321	108175357	108160360	108160492	108176429	108176606
302	"NRCAM"	"NRCAM"	chr7	-	108225644	108225701	108223724	108223836	108226207	108226378
303	"NRCAM"	"NRCAM"	chr7	-	108191253	108191283	108189644	108189746	108191728	108191853
304	"KIR3DS1"	"KIR3DS1"	chr19	+	92525	92810	91745	91781	93923	94223
305	"KIR3DS1"	"KIR3DS1"	chr19	+	104409	104445	103335	103406	106587	106887
306	"KIR3DS1"	"KIR3DS1"	chr19	+	161324	161609	160544	160580	163097	163397
307	"KIR3DS1"	"KIR3DS1"	chr19	+	105189	105474	104409	104445	106587	106887
308	"KIR3DS1"	"KIR3DS1"	chr19	+	50985	51021	48543	48843	52024	52095
309	"KIR3DS1"	"KIR3DS1"	chr19	+	721903	721939	720829	720900	724081	724381
310	"KIR3DS1"	"KIR3DS1"	chr19	+	50265	50550	48852	49152	51295	51331
311	"KIR3DS1"	"KIR3DS1"	chr19	+	71813	71849	68996	69296	72848	72919
312	"KIR3DS1"	"KIR3DS1"	chr19	+	54818314	54818599	54817533	54817569	54819712	54820012
313	"KIR3DS1"	"KIR3DS1"	chr19	+	94260	94545	93480	93516	95658	95958
314	"KIR3DS1"	"KIR3DS1"	chr19	+	39601	39886	38188	38488	40630	40666
315	"KIR3DS1"	"KIR3DS1"	chr19	+	51493	51529	49051	49351	52532	52603
316	"KIR3DS1"	"KIR3DS1"	chr19	+	40630	40666	38188	38488	41669	41740
317	"KIR3DS1"	"KIR3DS1"	chr19	+	722683	722968	721903	721939	724081	724381
318	"KIR3DS1"	"KIR3DS1"	chr19	+	51315	51351	48872	49172	52369	52440
319	"KIR3DS1"	"KIR3DS1"	chr19	+	436179	436464	435399	435435	437952	438252
320	"KIR3DS1"	"KIR3DS1"	chr19	+	85170	85206	82353	82653	86205	86276
321	"KIR3DS1"	"KIR3DS1"	chr19	+	77855	78140	76067	76367	78884	78920
322	"KIR3DS1"	"KIR3DS1"	chr19	+	50285	50570	48872	49172	51315	51351
323	"KIR3DS1"	"KIR3DS1"	chr19	+	50410	50695	48997	49297	51439	51475
324	"KIR3DS1"	"KIR3DS1"	chr19	+	51508	51544	49065	49365	52543	52614
325	"KIR3DS1"	"KIR3DS1"	chr19	+	51508	51544	49066	49366	52547	52618
326	"KIR3DS1"	"KIR3DS1"	chr19	+	78957	78993	76140	76440	79992	80063
327	"KIR3DS1"	"KIR3DS1"	chr19	+	435399	435435	434329	434400	437952	438252
328	"KIR3DS1"	"KIR3DS1"	chr19	+	119166	119202	118096	118167	121719	122021
329	"KIR3DS1"	"KIR3DS1"	chr19	+	119946	120231	119166	119202	121719	122021
330	"KIR3DS1"	"KIR3DS1"	chr19	+	49931	49967	47489	47789	50970	51041
331	"KIR3DS1"	"KIR3DS1"	chr19	+	50478	50763	49065	49365	51508	51544
332	"KIR3DS1"	"KIR3DS1"	chr19	+	77928	78213	76140	76440	78957	78993
333	"KIR3DS1"	"KIR3DS1"	chr19	+	96480	96516	95406	95477	98658	98958
334	"KIR3DS1"	"KIR3DS1"	chr19	+	89816	90101	88028	88328	90845	90881
335	"KIR3DS1"	"KIR3DS1"	chr19	+	51802	51838	49360	49660	52841	52912
336	"KIR3DS1"	"KIR3DS1"	chr19	+	50464	50749	49051	49351	51493	51529
337	"KIR3DS1"	"KIR3DS1"	chr19	+	51439	51475	48997	49297	52478	52549
338	"KIR3DS1"	"KIR3DS1"	chr19	+	800883	801168	800102	800138	802281	802581
339	"KIR3DS1"	"KIR3DS1"	chr19	+	48902	49187	47489	47789	49931	49967
340	"KIR3DS1"	"KIR3DS1"	chr19	+	160544	160580	159474	159545	163097	163397
341	"KIR3DS1"	"KIR3DS1"	chr19	+	49956	50241	48543	48843	50985	51021
342	"KIR3DS1"	"KIR3DS1"	chr19	+	51295	51331	48852	49152	174619	174690
343	"KIR3DS1"	"KIR3DS1"	chr19	+	90845	90881	88028	88328	91881	91952
344	"KIR3DS1"	"KIR3DS1"	chr19	+	41401	41437	38958	39258	42436	42507
345	"KIR3DS1"	"KIR3DS1"	chr19	+	54817533	54817569	54816463	54816534	54819712	54820012
346	"KIR3DS1"	"KIR3DS1"	chr19	+	50773	51058	49360	49660	51802	51838
347	"KIR3DS1"	"KIR3DS1"	chr19	+	800102	800138	799032	799103	802281	802581
348	"KIR3DS1"	"KIR3DS1"	chr19	+	95680	95965	94899	94935	97078	97378
349	"KIR3DS1"	"KIR3DS1"	chr19	+	51239	51275	48796	49096	52274	52345
350	"KIR3DS1"	"KIR3DS1"	chr19	+	50209	50494	48796	49096	51239	51275
351	"KIR3DS1"	"KIR3DS1"	chr19	+	51840	51876	49397	49697	52875	52946
352	"KIR3DS1"	"KIR3DS1"	chr19	+	94899	94935	93829	93900	97078	97378
353	"KIR3DS1"	"KIR3DS1"	chr19	+	50810	51095	49397	49697	51840	51876
354	"KIR3DS1"	"KIR3DS1"	chr19	+	84141	84426	82353	82653	85170	85206
355	"KIR3DS1"	"KIR3DS1"	chr19	+	97260	97545	96480	96516	98658	98958
356	"KIR3DS1"	"KIR3DS1"	chr19	+	93480	93516	92406	92477	95658	95958
357	"KIR3DS1"	"KIR3DS1"	chr19	+	91745	91781	90671	90742	93923	94223
358	"KIR3DS1"	"KIR3DS1"	chr19	+	50479	50764	49066	49366	51508	51544
359	"KIR3DS1"	"KIR3DS1"	chr19	+	70784	71069	68996	69296	71813	71849
360	"KIR3DS1"	"KIR3DS1"	chr19	+	78884	78920	76067	76367	79919	79990
361	"NUP50"	"NUP50"	chr22	+	45181285	45181367	45178237	45178900	45183401	45183520
362	"NUP50"	"NUP50"	chr22	+	45170987	45171177	45168167	45168246	45171599	45171683
363	"CAPN9"	"CAPN9"	chr1	+	230774553	230774631	230772013	230772099	230778972	230779133
364	"EXOSC3"	"EXOSC3"	chr9	-	37781985	37782137	37779713	37780880	37783913	37784063
365	"SRSF10"	"SRSF10"	chr1	-	23971337	23971439	23964346	23967723	23971572	23971626
366	"SRSF10"	"SRSF10"	chr1	-	23971572	23971626	23964346	23967723	23971849	23972012
367	"SRSF10"	"SRSF10"	chr1	-	23971572	23971623	23964346	23967723	23971849	23972012
368	"HDAC10"	"HDAC10"	chr22	-	50247691	50247776	50246874	50246966	50247889	50248145
369	"HDAC10"	"HDAC10"	chr22	-	50248661	50248751	50248365	50248472	50249327	50249454
370	"HDAC10"	"HDAC10"	chr22	-	50249327	50249454	50248365	50248472	50249634	50249703
371	"HDAC10"	"HDAC10"	chr22	-	50248830	50248890	50248661	50248751	50249102	50249168
372	"HDAC10"	"HDAC10"	chr22	-	50248830	50248890	50248661	50248751	50249327	50249454
373	"HDAC10"	"HDAC10"	chr22	-	50249102	50249168	50248830	50248890	50249327	50249454
374	"HDAC10"	"HDAC10"	chr22	-	50249102	50249168	50248661	50248751	50249327	50249454
375	"SLC9B2"	"SLC9B2"	chr4	-	103057800	103057971	103050239	103050382	103066326	103066507
376	"SLC9B2"	"SLC9B2"	chr4	-	103028746	103028883	103025490	103026591	103031699	103031808
377	"TMEM120A"	"TMEM120A"	chr7	-	75987537	75987602	75987359	75987428	75987717	75987810
378	"SYCP1"	"SYCP1"	chr1	+	114947245	114947320	114946288	114946381	114977556	114977616
379	"SYCP1"	"SYCP1"	chr1	+	114986178	114986281	114984724	114984868	114994697	114994787
380	"SLC18B1"	"SLC18B1"	chr6	-	132770889	132770939	132769367	132770336	132771035	132771129
381	"C11orf58"	"C11orf58"	chr11	+	16748096	16748157	16738600	16738841	16752784	16752894
382	"C11orf58"	"C11orf58"	chr11	+	16748096	16748157	16744600	16744684	16752784	16752894
383	"C11orf58"	"C11orf58"	chr11	+	16752784	16752894	16748096	16748157	16754870	16758354
384	"C11orf58"	"C11orf58"	chr11	+	16744600	16744684	16738600	16738841	16752784	16752894
385	"C11orf58"	"C11orf58"	chr11	+	16744600	16744684	16738600	16738841	16748096	16748157
386	"GPC3"	"GPC3"	chrX	-	133953049	133953211	133753481	133754176	133985274	133985646
387	"GPC3"	"GPC3"	chrX	-	133704204	133704273	133699894	133700028	133753481	133754176
388	"GPC3"	"GPC3"	chrX	-	133953097	133953211	133753481	133754176	133985274	133985646
389	"CCM2"	"CCM2"	chr7	+	45038252	45038426	45000187	45000363	45063917	45064001
390	"CD300LG"	"CD300LG"	chr17	+	43852911	43853013	43848557	43848893	43853806	43854044
391	"NOX5"	"NOX5"	chr15	+	68974728	68974832	68930499	68930717	69026527	69026651
392	"POTEA"	"POTEA"	chr8	+	43301972	43302110	43300517	43300624	43304698	43304769
393	"C11orf63"	"C11orf63"	chr11	+	122934419	122935075	122924896	122925010	122946497	122946792
394	"CLEC1B"	"CLEC1B"	chr12	-	9998281	9998380	9997159	9997279	9999036	9999300
395	"ATP6AP2"	"ATP6AP2"	chrX	+	40588985	40589116	40580963	40581102	40591233	40591365
396	"SNX13"	"SNX13"	chr7	-	17873527	17873616	17868406	17868490	17875479	17875581
397	"SNX13"	"SNX13"	chr7	-	17803418	17803580	17801587	17801659	17814833	17814944
398	"SNX13"	"SNX13"	chr7	-	17830009	17830047	17826021	17826091	17834051	17834184
399	"SNX13"	"SNX13"	chr7	-	17868406	17868490	17850825	17850964	17875479	17875581
400	"HADHB"	"HADHB"	chr2	+	26269952	26269997	26263379	26263479	26273650	26273750
401	"HADHB"	"HADHB"	chr2	+	26254429	26254474	26254246	26254318	26263379	26263479
402	"HADHB"	"HADHB"	chr2	+	26260980	26261063	26254429	26254474	26263379	26263479
403	"MMS19"	"MMS19"	chr10	-	97484102	97484151	97480941	97481042	97498272	97498609
404	"MMS19"	"MMS19"	chr10	-	97476834	97476963	97476682	97476744	97477346	97477416
405	"AREL1"	"AREL1"	chr14	-	74667464	74667594	74667318	74667377	74669648	74669774
406	"AREL1"	"AREL1"	chr14	-	74685599	74685660	74684453	74684680	74692040	74692328
407	"CARF"	"CARF"	chr2	+	202941859	202941980	202917876	202918043	202952558	202952679
408	"CARF"	"CARF"	chr2	+	202924296	202924415	202917876	202918043	202941859	202941980
409	"CARF"	"CARF"	chr2	+	202942739	202942967	202941859	202941980	202952558	202952679
410	"CARF"	"CARF"	chr2	+	202913033	202913114	202912217	202912324	202917876	202918043
411	"FAM134C"	"FAM134C"	chr17	-	42587833	42587864	42586764	42586891	42592055	42592162
412	"MRO"	"MRO"	chr18	-	50801348	50801504	50800035	50800143	50805153	50805336
413	"MRO"	"MRO"	chr18	-	50809301	50809404	50806703	50806850	50819580	50819702
414	"MORC2"	"MORC2"	chr22	-	30941432	30941558	30940757	30940837	30941890	30942002
415	"EVX1"	"EVX1"	chr7	+	27244466	27244518	27242544	27243402	27245047	27245304
416	"AGAP2"	"AGAP2"	chr12	-	57728317	57728377	57727936	57728085	57729638	57729767
417	"COPA"	"COPA"	chr1	-	160299101	160299264	160298844	160298991	160305432	160305571
418	"COBLL1"	"COBLL1"	chr2	-	164800533	164800554	164743686	164743875	164841155	164841246
419	"COBLL1"	"COBLL1"	chr2	-	164703103	164703220	164700521	164700756	164704443	164704518
420	"COBLL1"	"COBLL1"	chr2	-	164727105	164727144	164722424	164722522	164727968	164728197
421	"PSG11"	"PSG11"	chr19	-	43024690	43025056	43018769	43019048	43026308	43026479
422	"TMEM136"	"TMEM136"	chr11	+	120327121	120327640	120325128	120325368	120329976	120333679
423	"TMEM136"	"TMEM136"	chr11	+	120327465	120327640	120325128	120325368	120329976	120333679
424	"TMEM136"	"TMEM136"	chr11	+	120327440	120327640	120325128	120325368	120329976	120333679
425	"TMEM136"	"TMEM136"	chr11	+	120327451	120327640	120325128	120325368	120329976	120333679
426	"TADA3"	"TADA3"	chr3	-	9784027	9784213	9779963	9780549	9785315	9785425
427	"TADA3"	"TADA3"	chr3	-	9785315	9785425	9779963	9780549	9787005	9787109
428	"TADA3"	"TADA3"	chr3	-	9791259	9791493	9789712	9789963	9792215	9793011
429	"SUPT5H"	"SUPT5H"	chr19	+	39445803	39445965	39445545	39445637	39453355	39453521
430	"SUPT5H"	"SUPT5H"	chr19	+	39453355	39453521	39445545	39445637	39457674	39457740
431	"SUPT5H"	"SUPT5H"	chr19	+	39445878	39445965	39445545	39445637	39453355	39453521
432	"SUPT5H"	"SUPT5H"	chr19	+	39458293	39458305	39457674	39457740	39458817	39458887
433	"SUPT5H"	"SUPT5H"	chr19	+	39466674	39466745	39466479	39466569	39468755	39468861
434	"MUM1L1"	"MUM1L1"	chrX	+	106177223	106177359	106171011	106171139	106203984	106204170
435	"FOXRED1"	"FOXRED1"	chr11	+	126274926	126275021	126273335	126273454	126275326	126275428
436	"FOXRED1"	"FOXRED1"	chr11	+	126275326	126275428	126274926	126275021	126275793	126275870
437	"FOXRED1"	"FOXRED1"	chr11	+	126271436	126271657	126269039	126269291	126272968	126273079
438	"KLF12"	"KLF12"	chr13	-	73845826	73846373	73813151	73813287	73943980	73944070
439	"RPS27A"	"RPS27A"	chr2	+	55234118	55234204	55233362	55233417	55234830	55234962
440	"FAM20A"	"FAM20A"	chr17	-	68590123	68590349	68555558	68555743	68600262	68600954
441	"TNIP3"	"TNIP3"	chr4	-	121138623	121138684	121131408	121132662	121141815	121141914
442	"POT1"	"POT1"	chr7	-	124837119	124837216	124835278	124835414	124840972	124841178
443	"POT1"	"POT1"	chr7	-	124829253	124829342	124827213	124827305	124835278	124835414
444	"POT1"	"POT1"	chr7	-	124870910	124871041	124863349	124863640	124892265	124892380
445	"POT1"	"POT1"	chr7	-	124848539	124848659	124846941	124846998	124851871	124851951
446	"TP53I3"	"TP53I3"	chr2	-	24079443	24079640	24077432	24077761	24080818	24081031
447	"CWF19L1"	"CWF19L1"	chr10	-	100260965	100261028	100260217	100260319	100261978	100262063
448	"CWF19L1"	"CWF19L1"	chr10	-	100260965	100261044	100260217	100260319	100261978	100262063
449	"CWF19L1"	"CWF19L1"	chr10	-	100256261	100256476	100253420	100253539	100260217	100260319
450	"CWF19L1"	"CWF19L1"	chr10	-	100236849	100236969	100235666	100235764	100238021	100238231
451	"CWF19L1"	"CWF19L1"	chr10	-	100250247	100250332	100246794	100246935	100253420	100253539
452	"CAMTA1"	"CAMTA1"	chr1	+	6820180	6820250	6785323	6785575	6825091	6825210
453	"CAMTA1"	"CAMTA1"	chr1	+	6871756	6871840	6825091	6825210	6887653	6888201
454	"LINC00923"	"LINC00923"	chr15	-	97758489	97758661	97742615	97743483	97873952	97874429
455	"PTPN9"	"PTPN9"	chr15	-	75490207	75490301	75479847	75479914	75505674	75506003
456	"CDC14B"	"CDC14B"	chr9	-	96509672	96509789	96500112	96503789	96522505	96522603
457	"MZT2A"	"MZT2A"	chr2	-	131491875	131492024	131483959	131484218	131492206	131492491
458	"STEAP3"	"STEAP3"	chr2	+	119239362	119239430	119223807	119223888	119245488	119245988
459	"STEAP3"	"STEAP3"	chr2	+	119230619	119231034	119223807	119223888	119245488	119245988
460	"SART1"	"SART1"	chr11	+	65967678	65967821	65967470	65967586	65976394	65976568
461	"PLSCR2"	"PLSCR2"	chr3	-	146460171	146460284	146459847	146460083	146495894	146495991
462	"CMPK1"	"CMPK1"	chr1	+	47374908	47374985	47372954	47373107	47375196	47375293
463	"CMPK1"	"CMPK1"	chr1	+	47368468	47368615	47333796	47334116	47372954	47373107
464	"SESN3"	"SESN3"	chr11	-	95189778	95189961	95185255	95185492	95191403	95191601
465	"SCARB1"	"SCARB1"	chr12	-	124782682	124782811	124777627	124778586	124786356	124786503
466	"SCARB1"	"SCARB1"	chr12	-	124795194	124795268	124787405	124787457	124800123	124800242
467	"MIB1"	"MIB1"	chr18	+	21799840	21799974	21798083	21798228	21803906	21804014
468	"HAGLR"	"HAGLR"	chr2	-	176179028	176179098	176177331	176177494	176188418	176188572
469	"HAGLR"	"HAGLR"	chr2	-	176177331	176177494	176173188	176176692	176177710	176177826
470	"HAGLR"	"HAGLR"	chr2	-	176177710	176177826	176177331	176177494	176179028	176179098
471	"HAGLR"	"HAGLR"	chr2	-	176177710	176177856	176177331	176177494	176179028	176179098
472	"HAGLR"	"HAGLR"	chr2	-	176177710	176177821	176177331	176177494	176178014	176178129
473	"HAGLR"	"HAGLR"	chr2	-	176177710	176177821	176177331	176177494	176178002	176178129
474	"PKN3"	"PKN3"	chr9	+	128715368	128715460	128715171	128715235	128716746	128716923
475	"RAF1"	"RAF1"	chr3	-	12611949	12612062	12609232	12609335	12618514	12618747
476	"RAF1"	"RAF1"	chr3	-	12606200	12606299	12604135	12604289	12608765	12608923
477	"RNF115"	"RNF115"	chr1	-	145788907	145788966	145784538	145784596	145823771	145824123
478	"P2RX7"	"P2RX7"	chr12	+	121167487	121167624	121166057	121166187	121175387	121175478
479	"P2RX7"	"P2RX7"	chr12	+	121155235	121155374	121154784	121154953	121156078	121156147
480	"P2RX7"	"P2RX7"	chr12	+	121162423	121162520	121160901	121160974	121165356	121165437
481	"P2RX7"	"P2RX7"	chr12	+	121162270	121162520	121160901	121160974	121165356	121165437
482	"P2RX7"	"P2RX7"	chr12	+	121154784	121154953	121132827	121133095	121156078	121156147
483	"P2RX7"	"P2RX7"	chr12	+	121160901	121160974	121156078	121156147	121162423	121162520
484	"C9orf171"	"C9orf171"	chr9	+	132482309	132482417	132410195	132410466	132498694	132498794
485	"PDLIM4"	"PDLIM4"	chr5	+	132271790	132271908	132271302	132271466	132272024	132273454
486	"RC3H1"	"RC3H1"	chr1	-	173943441	173943588	173941264	173941380	173946475	173946608
487	"RC3H1"	"RC3H1"	chr1	-	173943441	173943615	173941264	173941380	173946475	173946608
488	"STK31"	"STK31"	chr7	+	23815143	23815212	23790823	23790946	23832135	23832511
489	"DHPS"	"DHPS"	chr19	-	12677107	12677211	12676016	12676142	12677290	12677396
490	"NMRK1"	"NMRK1"	chr9	-	75078325	75078582	75077489	75077580	75083086	75083150
491	"NMRK1"	"NMRK1"	chr9	-	75069741	75069813	75068995	75069102	75069894	75070042
492	"HERC6"	"HERC6"	chr4	+	88424594	88424702	88423859	88423973	88428579	88428750
493	"HERC6"	"HERC6"	chr4	+	88408523	88408617	88405553	88405613	88413076	88413266
494	"HIVEP2"	"HIVEP2"	chr6	-	142769551	142775125	142768381	142768536	142776146	142776191
495	"ST7L"	"ST7L"	chr1	-	112555867	112556018	112541950	112542090	112576985	112577088
496	"ST7L"	"ST7L"	chr1	-	112583971	112584126	112582374	112582472	112597970	112598086
497	"ST7L"	"ST7L"	chr1	-	112600793	112600848	112597970	112598086	112610840	112611003
498	"ST7L"	"ST7L"	chr1	-	112550600	112550693	112541950	112542090	112555867	112556018
499	"ST7L"	"ST7L"	chr1	-	112591524	112591603	112583971	112584126	112597970	112598086
500	"PTPMT1"	"PTPMT1"	chr11	+	47569699	47569891	47565905	47565986	47571470	47573461
501	"TMEM245"	"TMEM245"	chr9	-	109085996	109086020	109080838	109080943	109087172	109087342
502	"TMEM245"	"TMEM245"	chr9	-	109090921	109091155	109087172	109087342	109093474	109093591
503	"TMEM245"	"TMEM245"	chr9	-	109073355	109073438	109064476	109064567	109080838	109080943
504	"DLG2"	"DLG2"	chr11	-	83930327	83930483	83874419	83874488	83962884	83963023
505	"PTPN14"	"PTPN14"	chr1	-	214372710	214372839	214369456	214369691	214376218	214376437
506	"MBOAT1"	"MBOAT1"	chr6	-	20131143	20131199	20128698	20128753	20144219	20144315
507	"RAB35"	"RAB35"	chr12	-	120098810	120098935	120095094	120097373	120099029	120099154
508	"HSPG2"	"HSPG2"	chr1	-	21824120	21824204	21823615	21823719	21824305	21824376
509	"HSPG2"	"HSPG2"	chr1	-	21832494	21832606	21831651	21831796	21833267	21833384
510	"ZNF521"	"ZNF521"	chr18	-	25350906	25350947	25322007	25322187	25352004	25352250
511	"RNF38"	"RNF38"	chr9	-	36390466	36390616	36375933	36376127	36400553	36400923
512	"RNF38"	"RNF38"	chr9	-	36390466	36390616	36375933	36376127	36400096	36400299
513	"PTS"	"PTS"	chr11	+	112230207	112230230	112228593	112228673	112230625	112230682
514	"CADM3"	"CADM3"	chr1	+	159189770	159189872	159171586	159171853	159191935	159192076
515	"KRBOX4"	"KRBOX4"	chrX	+	46471141	46471185	46463197	46463308	46472749	46474639
516	"KRBOX4"	"KRBOX4"	chrX	+	46471141	46471185	46463197	46463293	46472749	46474639
517	"MT1IP"	"MT1IP"	chr16	+	56677085	56677114	56676115	56676217	56677651	56677877
518	"MT1IP"	"MT1IP"	chr16	+	56677070	56677114	56676115	56676217	56677651	56677877
519	"GMFB"	"GMFB"	chr14	-	54482152	54482202	54481408	54481458	54483670	54483767
520	"LOC100288637"	"LOC100288637"	chr15	+	3034295	3034390	3001937	3002060	3036121	3036276
521	"LOC100288637"	"LOC100288637"	chr15	+	30748575	30748670	30716219	30716342	30750401	30750556
522	"TMCO4"	"TMCO4"	chr1	-	19745531	19745651	19740776	19740941	19746455	19746599
523	"NPC1L1"	"NPC1L1"	chr7	-	44518585	44518666	44517206	44517357	44520764	44520820
524	"NPC1L1"	"NPC1L1"	chr7	-	44533738	44533853	44533430	44533558	44534446	44534629
525	"DDX3X"	"DDX3X"	chrX	+	41343215	41343351	41342736	41342836	41343736	41343822
526	"DDX3X"	"DDX3X"	chrX	+	41346858	41347012	41346504	41346622	41347639	41350287
527	"DDX3X"	"DDX3X"	chrX	+	41339035	41339083	41337407	41337465	41341483	41341616
528	"DDX3X"	"DDX3X"	chrX	+	41347311	41347451	41346858	41347012	41347639	41347915
529	"DDX3X"	"DDX3X"	chrX	+	41347314	41347451	41346858	41347012	41347639	41350287
530	"DDX3X"	"DDX3X"	chrX	+	41343736	41343822	41343215	41343351	41344029	41344128
531	"C7orf57"	"C7orf57"	chr7	+	48036207	48036363	48035510	48035630	48041333	48041519
532	"C7orf57"	"C7orf57"	chr7	+	48054594	48054606	48052747	48052923	48060225	48061297
533	"ADSL"	"ADSL"	chr22	+	40354247	40354327	40353072	40353117	40358863	40359035
534	"ADSL"	"ADSL"	chr22	+	40353072	40353117	40349831	40350035	40358863	40359035
535	"ADSL"	"ADSL"	chr22	+	40364879	40365056	40364275	40364365	40366435	40366571
536	"PHACTR2"	"PHACTR2"	chr6	+	143760400	143760640	143753753	143753912	143765260	143765798
537	"U2AF1"	"U2AF1"	chr21	-	43100452	43100519	43095693	43095743	43101365	43101432
538	"U2AF1"	"U2AF1"	chr21	-	6492130	6492197	6487362	6487412	6493043	6493110
539	"U2AF1"	"U2AF1"	chr21	-	6493043	6493110	6492130	6492197	6495992	6496080
540	"U2AF1"	"U2AF1"	chr21	-	43101365	43101432	43100452	43100519	43104314	43104402
541	"UGT2A3"	"UGT2A3"	chr4	-	68943281	68943378	68932627	68932759	68945305	68945454
542	"UGT2A3"	"UGT2A3"	chr4	-	519300	519397	508646	508778	521324	521473
543	"CELF6"	"CELF6"	chr15	-	72288537	72288618	72288307	72288451	72288867	72288930
544	"CELF6"	"CELF6"	chr15	-	72288867	72288930	72288537	72288618	72289137	72289287
545	"TXNRD3"	"TXNRD3"	chr3	-	126615354	126615462	126611036	126611132	126621741	126621898
546	"ZNF330"	"ZNF330"	chr4	+	141224606	141224677	141224486	141224506	141226766	141226846
