IID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
290	"Kynu"	"Kynu"	chr2	+	43679751	43679982	43672670	43672756	43681348	43683048
291	"Kynu"	"Kynu"	chr2	+	43628952	43629051	43604141	43604288	43631545	43631619
292	"Syne1"	"Syne1"	chr10	-	5030375	5030434	5020195	5022247	5031765	5031858
293	"Syne1"	"Syne1"	chr10	-	5426254	5426275	5425667	5425760	5436738	5436822
294	"Rbm26"	"Rbm26"	chr14	-	105154861	105154950	105153414	105153632	105159837	105159974
295	"Rbm26"	"Rbm26"	chr14	-	105150748	105150889	105150252	105150393	105151318	105151558
296	"Ccdc134"	"Ccdc134"	chr15	+	82131744	82131829	82131423	82131545	82134580	82134762
297	"Wbscr16"	"Wbscr16"	chr5	-	134155739	134155913	134154123	134154209	134163623	134163805
298	"Wbscr16"	"Wbscr16"	chr5	-	134155739	134155913	134154123	134154209	134157590	134157678
299	"Wbscr16"	"Wbscr16"	chr5	-	134157590	134157678	134155739	134155913	134163623	134163805
300	"Wbscr16"	"Wbscr16"	chr5	-	134157590	134157678	134154123	134154209	134163623	134163805
301	"Commd10"	"Commd10"	chr18	+	46963659	46963770	46960415	46960506	46990478	46990589
302	"Commd10"	"Commd10"	chr18	+	46963659	46963770	46960415	46960506	46967739	46967895
303	"Commd10"	"Commd10"	chr18	+	46967739	46967895	46960415	46960506	46990478	46990589
304	"Commd10"	"Commd10"	chr18	+	46967739	46967895	46963659	46963770	46990478	46990589
305	"Ccl21a"	"Ccl21a"	chr4	-	42773642	42773763	42773365	42773548	42773851	42773991
306	"Slc7a7"	"Slc7a7"	chr14	-	54416588	54416770	54408502	54409048	54417656	54417702
307	"Slc7a7"	"Slc7a7"	chr14	-	54378995	54379121	54377765	54377910	54408502	54409048
308	"Slc7a7"	"Slc7a7"	chr14	-	54373841	54373938	54372939	54373089	54374213	54374317
309	"Slc7a7"	"Slc7a7"	chr14	-	54377765	54377910	54374547	54374671	54408502	54409048
310	"Slc7a7"	"Slc7a7"	chr14	-	54377765	54377910	54374213	54374317	54408502	54409048
311	"Slc7a7"	"Slc7a7"	chr14	-	54413879	54414013	54408502	54409048	54416588	54416770
312	"Slc7a7"	"Slc7a7"	chr14	-	54374547	54374671	54374213	54374317	54377765	54377910
313	"Slc7a7"	"Slc7a7"	chr14	-	54374547	54374671	54374213	54374317	54408502	54409048
314	"Zfp346"	"Zfp346"	chr13	+	55115479	55115624	55113677	55113770	55122329	55122515
315	"Zfp346"	"Zfp346"	chr13	+	55122329	55122515	55115479	55115624	55130533	55130627
316	"Agfg1"	"Agfg1"	chr1	+	82886374	82886467	82886110	82886187	82893423	82893582
317	"Pot1a"	"Pot1a"	chr6	-	25756162	25756319	25753148	25753354	25757224	25757287
318	"Pot1a"	"Pot1a"	chr6	-	25805874	25805941	25800283	25800510	25809174	25809226
319	"Creb1"	"Creb1"	chr1	+	64559726	64559768	64558502	64558649	64566216	64566317
320	"Creb1"	"Creb1"	chr1	+	64550848	64550970	64532803	64533020	64558502	64558649
321	"Tbc1d10c"	"Tbc1d10c"	chr19	-	4188245	4188311	4187941	4188131	4188943	4189058
322	"Gm17066"	"Gm17066"	chr14	-	105113468	105113527	105106727	105109802	105114119	105114676
323	"Max"	"Max"	chr12	-	76961262	76961289	76953168	76953276	76961989	76962248
324	"Gorasp2"	"Gorasp2"	chr2	+	70672564	70672761	70661508	70661760	70676464	70676545
325	"Gorasp2"	"Gorasp2"	chr2	+	70688385	70688472	70683979	70684103	70689182	70689302
326	"4933427D14Rik"	"4933427D14Rik"	chr11	-	72165516	72165598	72159399	72159520	72166637	72166823
327	"Fyttd1"	"Fyttd1"	chr16	+	32902418	32902545	32898877	32898939	32905531	32908963
328	"Fyttd1"	"Fyttd1"	chr16	+	32902418	32902545	32900632	32900707	32905531	32908963
329	"Fyttd1"	"Fyttd1"	chr16	+	32900632	32900707	32898877	32898939	32902418	32902545
330	"Fyttd1"	"Fyttd1"	chr16	+	32900632	32900707	32898877	32898939	32905531	32908963
331	"Rp2h"	"Rp2h"	chrX	+	20403214	20403351	20397220	20397306	20404048	20404079
332	"Rp2h"	"Rp2h"	chrX	+	20365039	20365198	20364480	20364828	20376880	20377546
333	"Sfxn2"	"Sfxn2"	chr19	+	46588223	46588309	46587934	46588010	46590140	46590201
334	"Sfxn2"	"Sfxn2"	chr19	+	46585704	46585803	46582806	46582977	46587934	46588010
335	"Sfxn2"	"Sfxn2"	chr19	+	46590140	46590201	46587934	46588010	46590483	46590550
336	"Asah2"	"Asah2"	chr19	-	32016484	32016566	32014201	32014317	32016683	32016788
337	"Asah2"	"Asah2"	chr19	-	32016683	32016788	32016484	32016566	32018941	32019028
338	"Dbhos"	"Dbhos"	chr2	-	27160248	27160379	27156895	27157050	27161585	27161857
339	"Dbhos"	"Dbhos"	chr2	-	27161247	27161378	27160248	27160379	27161585	27161857
340	"Gripap1"	"Gripap1"	chrX	+	7819166	7819321	7818295	7818389	7820001	7820567
341	"Gripap1"	"Gripap1"	chrX	+	7809892	7809988	7804359	7804494	7810252	7810465
342	"Gripap1"	"Gripap1"	chrX	+	7800535	7800583	7800156	7800341	7801176	7801208
343	"Gripap1"	"Gripap1"	chrX	+	7803593	7803686	7803322	7803400	7804359	7804494
344	"Shank1"	"Shank1"	chr7	+	44334032	44334059	44333542	44333618	44342097	44342180
345	"Cryl1"	"Cryl1"	chr14	-	57362921	57363048	57312967	57313129	57382757	57382865
346	"2210018M11Rik"	"2210018M11Rik"	chr7	-	98645166	98645208	98641492	98641668	98646448	98646523
347	"2210018M11Rik"	"2210018M11Rik"	chr7	-	98593330	98593810	98590605	98590884	98594751	98595312
348	"2210018M11Rik"	"2210018M11Rik"	chr7	-	98621390	98621540	98619298	98619469	98626465	98626720
349	"2210018M11Rik"	"2210018M11Rik"	chr7	-	98600671	98600827	98597032	98597184	98602582	98602747
350	"2210018M11Rik"	"2210018M11Rik"	chr7	-	98602582	98602747	98597032	98597184	98610666	98610865
351	"Gm711"	"Gm711"	chr2	+	26943130	26943201	26941010	26941115	26943876	26943992
352	"Gm711"	"Gm711"	chr2	+	26950553	26950682	26950024	26950165	26951419	26951548
353	"Gm711"	"Gm711"	chr2	+	26952650	26952791	26951621	26951750	26952955	26953035
354	"Cdk5"	"Cdk5"	chr5	-	24420492	24420589	24420258	24420328	24420730	24420805
355	"Usp1"	"Usp1"	chr4	+	98929693	98929854	98928863	98928968	98930859	98931548
356	"Usp1"	"Usp1"	chr4	+	98926454	98926674	98923809	98924243	98928233	98928354
357	"Itpkc"	"Itpkc"	chr7	-	27212959	27213061	27207169	27208444	27214375	27214580
358	"Itpkc"	"Itpkc"	chr7	-	27212311	27212383	27207169	27208444	27212959	27213061
359	"Add3"	"Add3"	chr19	+	53244309	53244405	53242503	53242627	53244997	53247326
360	"Fyco1"	"Fyco1"	chr9	-	123845152	123845269	123843458	123843608	123851412	123851661
361	"Ssbp1"	"Ssbp1"	chr6	+	40476366	40476507	40474664	40474725	40476747	40476835
362	"Il15ra"	"Il15ra"	chr2	+	11724095	11724128	11718263	11718458	11733149	11733985
363	"Il15ra"	"Il15ra"	chr2	+	11724095	11724128	11723511	11723610	11733149	11733985
364	"Il15ra"	"Il15ra"	chr2	+	11724095	11724128	11720012	11720105	11730570	11730646
365	"Il15ra"	"Il15ra"	chr2	+	11723412	11723610	11718263	11718458	11733149	11733985
366	"Il15ra"	"Il15ra"	chr2	+	11723412	11723610	11718263	11718458	11724095	11724128
367	"Il15ra"	"Il15ra"	chr2	+	11723412	11723610	11720012	11720105	11724095	11724128
368	"Il15ra"	"Il15ra"	chr2	+	11723412	11723610	11718263	11718342	11724095	11724128
369	"Il15ra"	"Il15ra"	chr2	+	11730570	11730646	11724095	11724128	11733149	11733985
370	"Il15ra"	"Il15ra"	chr2	+	11723511	11723610	11720012	11720105	11724095	11724128
371	"Il15ra"	"Il15ra"	chr2	+	11727762	11727833	11724095	11724128	11730570	11730646
372	"Il15ra"	"Il15ra"	chr2	+	11720012	11720105	11718263	11718458	11723412	11723610
373	"Il15ra"	"Il15ra"	chr2	+	11720012	11720105	11718263	11718458	11724095	11724128
374	"Il15ra"	"Il15ra"	chr2	+	11720012	11720105	11718263	11718342	11723412	11723610
375	"Il15ra"	"Il15ra"	chr2	+	11720012	11720105	11718263	11718342	11724095	11724128
376	"Ranbp3"	"Ranbp3"	chr17	+	56699107	56699217	56696717	56696789	56701022	56701088
377	"Ranbp3"	"Ranbp3"	chr17	+	56709213	56709334	56708170	56708280	56710087	56710230
378	"Ranbp3"	"Ranbp3"	chr17	+	56705456	56705570	56702762	56702890	56706861	56706965
379	"Ranbp3"	"Ranbp3"	chr17	+	56692520	56692721	56686005	56686061	56696601	56696638
380	"Ranbp3"	"Ranbp3"	chr17	+	56701448	56701541	56701022	56701088	56702762	56702890
381	"Ranbp3"	"Ranbp3"	chr17	+	56701448	56701541	56696717	56696789	56702762	56702890
382	"Ranbp3"	"Ranbp3"	chr17	+	56701022	56701088	56696717	56696789	56701448	56701541
383	"Ranbp3"	"Ranbp3"	chr17	+	56701022	56701088	56696717	56696789	56702762	56702890
384	"Slamf8"	"Slamf8"	chr1	-	172587908	172588235	172584339	172584645	172590398	172590568
385	"Nek1"	"Nek1"	chr8	+	61020035	61020122	61019842	61019910	61022210	61022265
386	"Nek1"	"Nek1"	chr8	+	61044258	61044333	61044059	61044107	61049783	61049947
387	"Cabyr"	"Cabyr"	chr18	+	12754343	12754463	12750659	12751828	12755063	12755142
388	"Cabyr"	"Cabyr"	chr18	+	12753860	12754463	12750659	12751828	12755063	12755142
389	"Mettl3"	"Mettl3"	chr14	-	52296515	52296581	52296073	52296186	52296663	52296772
390	"Tmprss15"	"Tmprss15"	chr16	-	79071251	79071296	79062136	79062268	79071400	79071445
391	"Pop1"	"Pop1"	chr15	+	34513089	34513179	34512731	34512851	34515841	34515957
392	"Rbpms"	"Rbpms"	chr8	-	33834303	33834454	33806716	33806850	33862985	33863048
393	"Rbpms"	"Rbpms"	chr8	-	33789391	33789495	33782643	33784186	33795081	33795150
394	"Rbpms"	"Rbpms"	chr8	-	33806716	33806850	33795081	33795150	33834303	33834454
395	"Ube2i"	"Ube2i"	chr17	-	25272537	25272765	25269402	25269479	25273320	25273914
396	"Aste1"	"Aste1"	chr9	+	105402717	105402776	105401475	105401686	105403395	105403591
397	"Zfc3h1"	"Zfc3h1"	chr10	+	115409092	115409242	115408870	115408992	115410528	115410703
398	"Zfc3h1"	"Zfc3h1"	chr10	+	115423383	115423582	115423204	115423310	115424557	115424652
399	"Zfc3h1"	"Zfc3h1"	chr10	+	115398004	115398069	115390649	115391066	115400714	115400913
400	"Zfc3h1"	"Zfc3h1"	chr10	+	115410528	115410703	115409092	115409242	115411198	115411330
401	"Caprin2"	"Caprin2"	chr6	-	148868988	148869645	148865829	148865952	148870612	148870656
402	"Dnm3"	"Dnm3"	chr1	-	162075774	162075786	162019827	162019992	162084032	162084144
403	"Dnm3"	"Dnm3"	chr1	-	162274487	162274539	162231653	162231767	162285996	162286067
404	"Mob3a"	"Mob3a"	chr10	-	80689851	80690054	80685252	80687173	80691068	80691567
405	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54564184	54564272	54561692	54561871	54564514	54564621
406	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54559197	54559324	54556526	54556651	54565181	54565382
407	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54564514	54564621	54556526	54556651	54565181	54565382
408	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54564514	54564621	54561692	54561871	54565181	54565382
409	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54553197	54553304	54552897	54553037	54556526	54556651
410	"4833439L19Rik"	"4833439L19Rik"	chr13	-	54561692	54561871	54559197	54559324	54565181	54565382
411	"Gtf2ird2"	"Gtf2ird2"	chr5	+	134211197	134211275	134208879	134208942	134213051	134213135
412	"Gtf2ird2"	"Gtf2ird2"	chr5	+	134206770	134206827	134203270	134203348	134208879	134208942
413	"Cyb561"	"Cyb561"	chr11	-	105937628	105937840	105936554	105936653	105944110	105944147
414	"Ccdc77"	"Ccdc77"	chr6	-	120331811	120332031	120329333	120329459	120334768	120334917
415	"Ccdc77"	"Ccdc77"	chr6	-	120339134	120339198	120338068	120338160	120341972	120342069
416	"Coro7"	"Coro7"	chr16	-	4635383	4635438	4634984	4635042	4655009	4655092
417	"Coro7"	"Coro7"	chr16	-	4668743	4668820	4661864	4661915	4669857	4670041
418	"Ccr6"	"Ccr6"	chr17	+	8251918	8252120	8245107	8245198	8255751	8255866
419	"Ccr6"	"Ccr6"	chr17	+	8251918	8252120	8245107	8245198	8255962	8257129
420	"Ccr6"	"Ccr6"	chr17	+	8251918	8252120	8243806	8243860	8255751	8255866
421	"Ccr6"	"Ccr6"	chr17	+	8251918	8252120	8243806	8243860	8255962	8257129
422	"Ccr6"	"Ccr6"	chr17	+	8245107	8245198	8243806	8243860	8255751	8255866
423	"Ccr6"	"Ccr6"	chr17	+	8245107	8245198	8243806	8243860	8251918	8252120
424	"Ccr6"	"Ccr6"	chr17	+	8245107	8245198	8243806	8243860	8255962	8257129
425	"Ccr6"	"Ccr6"	chr17	+	8255751	8255866	8243806	8243860	8255962	8257129
426	"Ccr6"	"Ccr6"	chr17	+	8255751	8255866	8245107	8245198	8255962	8257129
427	"Ccr6"	"Ccr6"	chr17	+	8255751	8255866	8251918	8252120	8255962	8257129
428	"Nostrin"	"Nostrin"	chr2	+	69183880	69183995	69182826	69182952	69185458	69185548
429	"Serpinb13"	"Serpinb13"	chr1	+	106982812	106982869	106982137	106982319	106995788	106995917
430	"Abhd8"	"Abhd8"	chr8	-	71461245	71461972	71458377	71458548	71463465	71463657
431	"Adipor1"	"Adipor1"	chr1	+	134431056	134431250	134428081	134428269	134431529	134432341
432	"Adipor1"	"Adipor1"	chr1	+	134428081	134428269	134425908	134426095	134431056	134431250
433	"Gucy2c"	"Gucy2c"	chr6	-	136728330	136728402	136727804	136727909	136729168	136729231
434	"Soat2"	"Soat2"	chr15	+	102160589	102160687	102158713	102158843	102161051	102161150
435	"Soat2"	"Soat2"	chr15	+	102162008	102162144	102161051	102161150	102162553	102162699
436	"Ankle2"	"Ankle2"	chr5	+	110241928	110242051	110237946	110238135	110244503	110244570
437	"Snx13"	"Snx13"	chr12	+	35092824	35092913	35091568	35091670	35098229	35098313
438	"Snx13"	"Snx13"	chr12	+	35100538	35100677	35098229	35098313	35101020	35101109
439	"Snx13"	"Snx13"	chr12	+	35119765	35119905	35112434	35112504	35122917	35123025
440	"Snx13"	"Snx13"	chr12	+	35091568	35091670	35091362	35091484	35092824	35092913
441	"Snx13"	"Snx13"	chr12	+	35107423	35107556	35106712	35106817	35110623	35110661
442	"Oaz1-ps"	"Oaz1-ps"	chr10	+	80828236	80828382	80826695	80826905	80828460	80828633
443	"Piezo1"	"Piezo1"	chr8	-	122489554	122489626	122489098	122489199	122490062	122490163
444	"Mms19"	"Mms19"	chr19	-	41969702	41969751	41966213	41966314	41980998	41981136
445	"Mms19"	"Mms19"	chr19	-	41949768	41949837	41949454	41949581	41949980	41950083
446	"Mms19"	"Mms19"	chr19	-	41948215	41948316	41947689	41947746	41949454	41949581
447	"Cdc123"	"Cdc123"	chr2	-	5798360	5798489	5795548	5795686	5803946	5803975
448	"Cdc123"	"Cdc123"	chr2	-	5833655	5833713	5810795	5810844	5841952	5842024
449	"Cdc123"	"Cdc123"	chr2	-	5833080	5833113	5823101	5823197	5833655	5833713
450	"Cdc123"	"Cdc123"	chr2	-	5823101	5823197	5810795	5810844	5833655	5833713
451	"Cdc123"	"Cdc123"	chr2	-	5804910	5805033	5803946	5803975	5807430	5807506
452	"Cdc123"	"Cdc123"	chr2	-	5821275	5821382	5810795	5810844	5823101	5823197
453	"Irf2"	"Irf2"	chr8	+	46818790	46818908	46807704	46807751	46837673	46837838
454	"Rrp7a"	"Rrp7a"	chr15	-	83118076	83118174	83117548	83117747	83121831	83121974
455	"Phldb2"	"Phldb2"	chr16	-	45788988	45789117	45781301	45781457	45801491	45801629
456	"Rgr"	"Rgr"	chr14	-	37042572	37042690	37037489	37038367	37044575	37044729
457	"Rgr"	"Rgr"	chr14	-	37042572	37042690	37038854	37038968	37044575	37044729
458	"Rgr"	"Rgr"	chr14	-	37038854	37038968	37037489	37038367	37044575	37044729
459	"Rgr"	"Rgr"	chr14	-	37038854	37038968	37037489	37038367	37042572	37042690
460	"Rgr"	"Rgr"	chr14	-	37045704	37045826	37044575	37044729	37046840	37046997
461	"Lcn2"	"Lcn2"	chr2	-	32387027	32387164	32385955	32386041	32387579	32387739
462	"Pkp3"	"Pkp3"	chr7	+	141088283	141088401	141087635	141087810	141088480	141088651
463	"Spryd7"	"Spryd7"	chr14	-	61540136	61540239	61534304	61535241	61545681	61545848
464	"Robo2"	"Robo2"	chr16	-	73933045	73933171	73928023	73928177	73933586	73933868
465	"Robo2"	"Robo2"	chr16	-	73898911	73899184	73897015	73897207	73904382	73904556
466	"Smad2"	"Smad2"	chr18	+	76286859	76286949	76262439	76262727	76287927	76288121
467	"Smad2"	"Smad2"	chr18	+	76299782	76299995	76292909	76292984	76302078	76302216
468	"Smad2"	"Smad2"	chr18	+	76298447	76298501	76292909	76292984	76299782	76299995
469	"Adhfe1"	"Adhfe1"	chr1	+	9551716	9551757	9549906	9549944	9552922	9552976
470	"Tmem128"	"Tmem128"	chr5	+	38267178	38267284	38264811	38264970	38269058	38269618
471	"Ccdc181"	"Ccdc181"	chr1	+	164278173	164278314	164275597	164275761	164279866	164280814
472	"Zfp846"	"Zfp846"	chr9	+	20591338	20591421	20590812	20590884	20593160	20595193
473	"Ppp2r3c"	"Ppp2r3c"	chr12	-	55297777	55297890	55293781	55293879	55298410	55298515
474	"Inf2"	"Inf2"	chr12	+	112612547	112612604	112611409	112612036	112614894	112615557
475	"Inf2"	"Inf2"	chr12	+	112603711	112603853	112603080	112603222	112604013	112604862
476	"Tmem175"	"Tmem175"	chr5	+	108638272	108638490	108629809	108630043	108638666	108638705
477	"Tmem175"	"Tmem175"	chr5	+	108642695	108642779	108642116	108642152	108643038	108643203
478	"A730082K24Rik"	"A730082K24Rik"	chr7	+	114974989	114975156	114973992	114974133	114982666	114983967
479	"BC018507"	"BC018507"	chr13	-	70602178	70606876	70601067	70601236	70608775	70609176
480	"Tmem248"	"Tmem248"	chr5	+	130238246	130238430	130236802	130236953	130240347	130240491
481	"Far1"	"Far1"	chr7	+	113549965	113550143	113547401	113547581	113551072	113551117
482	"Tmem8"	"Tmem8"	chr17	+	26119032	26119156	26118861	26118952	26119398	26119535
483	"Tmem8"	"Tmem8"	chr17	+	26120538	26120685	26120283	26120462	26121539	26121656
484	"Slc25a10"	"Slc25a10"	chr11	+	120497013	120497106	120496635	120496706	120497383	120497461
485	"1700007G11Rik"	"1700007G11Rik"	chr5	+	98784418	98784548	98737568	98737711	98801814	98802019
486	"Col5a1"	"Col5a1"	chr2	+	28028966	28029035	28025592	28025705	28032590	28032824
487	"Tango2"	"Tango2"	chr16	-	18303682	18303836	18302685	18302790	18307969	18308040
488	"Psmb2"	"Psmb2"	chr4	+	126707553	126707603	126706057	126706220	126709478	126709715
489	"Psmb2"	"Psmb2"	chr4	+	126684121	126684244	126677642	126677845	126687028	126687099
490	"Psmb2"	"Psmb2"	chr4	+	126687028	126687099	126677642	126677845	126706057	126706220
491	"Tmem222"	"Tmem222"	chr4	-	133270962	133271047	133269777	133269809	133277530	133277790
492	"Fgd6"	"Fgd6"	chr10	+	94100401	94100553	94089731	94089762	94103241	94103398
493	"Fgd6"	"Fgd6"	chr10	+	94135016	94135119	94134000	94134144	94137435	94137563
494	"Fgd6"	"Fgd6"	chr10	+	94127368	94127448	94125548	94125632	94133279	94133382
495	"Celf3"	"Celf3"	chr3	+	94487134	94487284	94486793	94486935	94487786	94487852
496	"Celf3"	"Celf3"	chr3	+	94489470	94489607	94488526	94488670	94491132	94492198
497	"Celf3"	"Celf3"	chr3	+	94487134	94487388	94486793	94486935	94487786	94487852
498	"Celf3"	"Celf3"	chr3	+	94488138	94488279	94487786	94487852	94488526	94488670
499	"Gm6297"	"Gm6297"	chr4	-	40721493	40721667	40720153	40721394	40722269	40722317
500	"Etnk1"	"Etnk1"	chr6	+	143197404	143197565	143195231	143195315	143203078	143203152
501	"Prdx6"	"Prdx6"	chr1	-	161247256	161247413	161244195	161244342	161251021	161251166
502	"Zmym4"	"Zmym4"	chr4	-	126948433	126948479	126925501	126926023	126967815	126967923
503	"Zmym4"	"Zmym4"	chr4	-	126870182	126870294	126868716	126868965	126877628	126877780
504	"Tusc3"	"Tusc3"	chr8	+	39071375	39071516	39067621	39067762	39096924	39097014
505	"Tusc3"	"Tusc3"	chr8	+	39096924	39097014	39071375	39071516	39126528	39126592
506	"Igf1"	"Igf1"	chr10	+	87915297	87915349	87913618	87913800	87930674	87937047
507	"Abhd13"	"Abhd13"	chr8	+	9982863	9982970	9977716	9978019	9987384	9992154
508	"Nsl1"	"Nsl1"	chr1	+	191080488	191080556	191071177	191071232	191082170	191084558
509	"Tmem138"	"Tmem138"	chr19	-	10571528	10571604	10570884	10571268	10574836	10575008
510	"Lipg"	"Lipg"	chr18	-	74947005	74947126	74945803	74946022	74947972	74948215
511	"Inpp5f"	"Inpp5f"	chr7	+	128690626	128690698	128685085	128685284	128691751	128691825
512	"Spata17"	"Spata17"	chr1	-	187117262	187117469	187112477	187112626	187140372	187140496
513	"Tgds"	"Tgds"	chr14	-	118127494	118127585	118121718	118121861	118128222	118128291
514	"Tgds"	"Tgds"	chr14	-	118130606	118130673	118128222	118128291	118132643	118132765
515	"Akirin1"	"Akirin1"	chr4	-	123738008	123738080	123735194	123736864	123739142	123739277
516	"Mfn1"	"Mfn1"	chr3	+	32563374	32563479	32563011	32563138	32563792	32563895
517	"Rbms3"	"Rbms3"	chr9	-	116582737	116582865	116572746	116578702	116586017	116586095
518	"Rbms3"	"Rbms3"	chr9	-	116678646	116678697	116636368	116636479	116681130	116681227
519	"Rbms3"	"Rbms3"	chr9	-	116627889	116627937	116586017	116586095	116636368	116636479
520	"Atp9b"	"Atp9b"	chr18	-	80836354	80836431	80808611	80808772	80844526	80844602
521	"Atp9b"	"Atp9b"	chr18	-	80891814	80891923	80877314	80877373	80909591	80909705
522	"Atp9b"	"Atp9b"	chr18	-	80736811	80736844	80734140	80736149	80738652	80738856
523	"Exosc8"	"Exosc8"	chr3	-	54729764	54729885	54729193	54729300	54731074	54731171
524	"Efnb1"	"Efnb1"	chrX	+	99146477	99146570	99145291	99145569	99146751	99146877
525	"Anks1b"	"Anks1b"	chr10	+	90914692	90914767	90895098	90895206	90921295	90921424
526	"Anks1b"	"Anks1b"	chr10	+	90897246	90897426	90895098	90895206	90921295	90921424
527	"Anks1b"	"Anks1b"	chr10	+	90914695	90914767	90897246	90897426	90921295	90921424
528	"Grin2d"	"Grin2d"	chr7	-	45854573	45854699	45854227	45854457	45856739	45856893
529	"Grin2d"	"Grin2d"	chr7	-	45856739	45856893	45854573	45854699	45857477	45857646
530	"Cep170b"	"Cep170b"	chr12	+	112742952	112743112	112740773	112741011	112743402	112743546
531	"Swi5"	"Swi5"	chr2	-	32281685	32281810	32280708	32280803	32287596	32287645
532	"Asl"	"Asl"	chr5	-	130012656	130012740	130012049	130012130	130012996	130013056
533	"Dtx2"	"Dtx2"	chr5	+	135995246	135995324	135994799	135994966	135996289	135996452
534	"Dtx2"	"Dtx2"	chr5	+	136021754	136021858	136012010	136012647	136026469	136026607
535	"Dtx2"	"Dtx2"	chr5	+	136026469	136026607	136021754	136021858	136028498	136028572
536	"Dtx2"	"Dtx2"	chr5	+	136026469	136026607	136021754	136021858	136028501	136028572
537	"Nhsl1"	"Nhsl1"	chr10	+	18516028	18516160	18511549	18511742	18523790	18527042
